,text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions
24,01B3FDB3FD57,"Scientist Albert Einstein once said, ""Imagination is more important than knowledge."" Now imagine yourself as a beginning engineer, sitting at your desk, aggravated because you can't come up with a new invention. All you have around you are textbooks but no image or thought of what your invention may be. If only you could imagine a new invention of some sort then maybe you could build something. But with no imagination, how can you build knowledge? I agree with Einstein's quote. I believe imagination is more important than knowledge.

I agree with Einstein's quote because having imagination is how we've had all our inventions yet. Without imagination how were many of the things we own invented? For example, the telephone. The telephone couldn't have been invented without someone imagining a device where you could communicate without leaving your home. You need imagination in order to make new things. Another example would be the camera. Whoever invented it, had to have imagination in order to think of a device that captures any moment almost in an instant. Even I, as a student, need imagination in order to make new things. For example, when making an essay, such as this one, I need to imagine of a good story hook that goes along with the prompt.

Furthermore, I believe in Einstein quote because without imagination, knowledge is almost useless. For example, when learning a new vocabulary list. You may know all the definitions but you can't put them in your own words or use the words in different instances. Why? Because you can't imagine it. You can't picture it, you just know the definitions. Another example is when reading a book. Knowing how to read isn't even near of what you need to fully comprehend a book. You need to imagine it. Picture the story in your mind in order to fully understand the book's theme, setting and tone.

Lastly, I agree in Einstein's quote because without imagination, all our decisions would be made carelessly. For instance, before you speak or move, most of the time you imagine what the outcome of that action will be. If not, the outcome won't be for the better. Another instance is when in an experiment, you hypothesize what the result of the experiment will be. That takes imagination. When signing a contract, it's needed to imagine the consequences of signing and not signing the contract. In other words, you need to imagine things before you decide to take them on. Knowledge isn't the only thing that will help you when making decisions.

In conclusion, Einstein's quote is correct in my perspective. Knowledge isn't the most important factor to have, imagination is key to everything you do and will do. You can't fully understand most things without imagining them. Can't go on inventing things before imagining them first. Also, you won't be able to make good decisions before imagining the outcome. All in all, imagination is also how you'll enjoy your life. Knowledge is great and all but it can't bring others as much happiness as imagination can. It's how we've been happy for all these years. Imagination is how we have gone so far in this world and how much we've survived.                 ",4.0,4.5,5.0,4.0,5.0,4.5
25,01C53183305A,"They are some Schools offer for Students to Lerning as option for Students from home. They are many thinks you can't Lerning at home you can use by way of video or online.

First, Know in this world the technolgy availadle everywhere and you can use anytime you want to go online and attend the classes on the time.

Secand, They are many student they have a lot of job or they have baby's or anything, They can't go to schools to lerning. So, they should take classes by way of online or video they can open the classes on the job or at home.

Thrid, The student should behefit from deing and serios to do the work and homewark from home because this is nice from them they make it for you easy to learning evry thing on the time.

Last, If you want to learn or take any thing in this life you can do any time you want and anywhere, You can take many classes at home, and finsh you'r education. The Schools are the Bast houes in the world.",2.0,2.0,2.5,2.0,3.0,2.0
26,0230A077F5B6,"some school districts offer programs that allow high school student to graduate in three years insted of the tradional four years. I believe that high school student should not allow to graduate in three years. Beacuse for example they are not going to have free time with friends, it's hard for student who learnd new language and some student work afther school. Did you imagen yours child spend all day at school studying hard out seem their parents most of the day just want tham graduate in less then four years.

To begin with, all single child or student need to have free time play with the friends the student don't have to worry about stay afther school to study. most student like afther school go to thier friends houses to play video game, go to eat restaurent also student who graduate in four years don't have to be take any clases during summer or evenings. they can have time to play any sport they like during summer insted of be in at school taking any clases.

In addition for those student who are learning a new language three years is not enought time to learnd every single studnet differnt time to learn some of than learn faster than others student this program that offer that allow high school student graduate in three years,may have to know that each student laern differenly. Anothers disavanges to graduate in three years insted of four is that student don't have time to secand chances to take any felling sol or test they must have to pass each test or sol each years to able to graduate. I feel that is too much prechers for student who learning a new language that they don't have enought time to learn better, that can effect the student when they want to attend to go to callage. It's song that one years can't make any different but,for must of student will be make different,in one years we can prepere student whow callage are what is the different bitween high school classes and callage classes.

The least but list as we know some student work afther school the issue is that this student don't have time to do their homework and study for any test some tham student work fourty hours per week they are going to sleep late night it's hard to attend to school everyday and work at the same time. they just not focus in school they have anothers responsability for example, help their family pay bill or rent so,this student may take the four years to graduate from high school they can do some make up some work and study.

Inconclusion In my opinon the student from high school should not allow to graduate in three years we can keep traditional four years. in this case the student can have more time to play with the friends, time to learn better a new language learn more in high school to be ready for callage and they can have time to help their family with anything this programs should help the student to keep traditional four years the student are future any country may have suppor with are better for them.    ",3.0,2.5,2.5,2.5,2.0,2.5
27,025722D0AFB7,"Now a days most employers are looking for specific characteristics in potential employees'. They look for someone who is responsible, hard-working, humble, and kind. Someone who is going to be a role modle for the company, and also for the community. Commonly, they look for a person who has experience, specially with costumer service. When the company decides to hire someone with all of these characteristics, the company is going to increase its sales, more costumers are going to visit the location, and they are going to be happy with the service provided.

I belive that by having a good behavior and showing our values and manners, we are representing our families, and who we really are. Manners and values play a big role when hiring an employee. When communicating with costumers there has to be mutual respect. Responsability is also really important. Showing up to work on time, with a clean uniform and a possitive attitude, is a way to show responsability and respect to the company. Therefore, by working hard and staying true to your self we are going to help make work a better place.

A role model is kind, humble, learns from its mistakes every day, as well as to be a better person at work and outside from work. An employee is a role model for the community, and also it represents the company.

As we all know, work can be hard sometimes, so it is important to ask for help when needed. By doing this we are creating a comfortable atmosphere for costumers to feel like home and to feel welcome. Eventually, sales are going to increase and the company is going to make more money.

Most teenagers my age don't have that much experience in any jobs. Mostly because they're too young, and the jobs they apply for recures at leas 1 or 2 years of experience. However, I think that at least we should get an opportunity to get the job, because no one would ever know how good we can be if we don't get an opportunity. In my past experience, I've worked before with as a cashier. I'm also respectful and responsible. I take my job really serous and I don't like to play games. I'm a straight forward person, who belives that if employees are good to the costumers, more and more people will visit the location and the bussines will show more growth.

I highly belive that I am a good candidate for this position. For me it is really important to have manners and values, specially inside work. To treat people with kindness and respectfuly. Also to be responsible, and something that is really important for me is to work hard to get what i want. When i go to a restaurant or to a store, I like to feel welcomed, so that why I treat costumers the way how i like to be treated. In advance, i will like to say the importance of being a role model for our generation, We are the future of this world and we have to make good decitions every day.            ",4.5,4.0,4.0,4.0,4.0,3.5
28,027CB6393714,"Hello, my name is Generic_Name and I am a student at Generic_School. Students at Generic_School are required to take classes in arts. In my opinion student's should not be required to take arts classes because they might need other class. First some students might want to boost there GPA so they have a better chance of getting into the college they want to go too. Also students might need to get the extra support they need to pass in their classes. The class work might be a little difficult for the student who might not understand what is going on in the class room, so they might need more support in class insted of taking arts classes. students need to improve on there grads or get extra help and should not take arts classes. Secondly Students have outside responsibility out of school like a job and sometimes when you have a job your boss might call you and say can you cover someones shift and your boss tells you to come in and you have to be there on time and the student has to leave early or not come to school at all, or a student has to pick there little borther or sister from school or daycare. Thirdly Some students are artistic and they want to be in arts classes like dram, art, music and enjoy doing art classes but all students are not artistic some students are shy or could get panic attacks they prefer to in a extra class or in study hall. In conclusion I think that arts classes should not be a requirement for graduation because students want to get there work done, get extra help to understand their class work or they may have a job they need to get go for and need to leave early and students are not artistic.",3.0,3.0,2.5,3.5,4.0,3.0
29,02B07248077F,"I am agree everyone should be make own decisions because you have just one life if you permit other people take you own desicion, you never built you own history if you sometime make mistake, thats ok because, we can learned when did sothing wrong,

I was feel good and great.

Should people take own decision of life.

l must learn take control of my life.

Becuse if I did something bad,

I can not tell other person is you fall,

I can not live with fear did somethin wrong, becuse we can learned own mistake, and future can be a better person.

For example if you want to buy you own car, if you have money buy.

if you practice any sport, you can ask opinion someelse but,

do take accion.

If you do working get you goal never get, all guys get dream is following taken accion get exito, all life is one desicion everytime, we have to make desions and, everyday some time it was exellent sometime wrong is thats matters, we are learning, all the time,

I not agree becuse when you pertmit somebody take desicions fot you you life turned bored and, you are unhappy. when you bult you own life with you own misteke it was exating and you can tell finaly I did. it thats matter what thinks others.",2.5,2.0,3.0,2.0,2.5,2.0
30,02B36EBD5C66,"Students can benefit from this option, but also can affect them in different ways. Many students have difficulty coming to school every single day. One impediment may be transportation, a lot of them do not know how to drive, so they can not drive to school. Some students live in areas where the buses can't enter. Many of them walk to get to school every day or ride a bicycle. They face many problems but the biggest one is weather. The climate can change quickly, when is raining a lot or is cold these students stay at home, because there is no way how they can get to school.

Students can benefit by not attending everyday to school. For students who live far away from school is a great option, because they safe time and also they can work during the day. As we see many students have a job after school, and this is hard for them because they have to be active in school. There is a big problem because they come tired to school, and you see them sleeping in classes. They can not be concentrate because they do not have time to sleep. Many of them do not have time to do homework, or different projects they have to complete.

It is a great option to have schools that offers distance learning. This action help many students but also can affect them. In my opinion when you attended to school everyday you can learn more. Because you have all the resources you need to understand, and complete the assignments. But students who like to work hard and take their time to studying in their houses, it can also be easy for them.

Before that there was not technology is was extremely hard. Now that the science had grown up, and the technology appear, we have a way more opportunity to do many things. One opportunity is to studying online from our houses. As I said now that we have technology, we have more opportunities and is really easy to find stuff that you need to learn in your school.

In my conclusion, I think is good for our society having those school who offers distance learning. Because many students can not be in school everyday, and this action help them to keep studying. If this program does not exist many of them could never go again to school, because of all the impediments they have to attend school, and they will never accomplish their dreams. ",4.0,4.0,4.5,3.5,3.5,4.0
31,0316F6288791,"The new generation of students decide to take their classes in online. Although if the students take classes in online they might allow to finish high school in a short time,also they might be safe at home, they can take more free time to work or enjoy with their family, and graduate as soon as possible and start the college.

Even thought some people might say students shouldn't take classes in online because they can not learn good enough, they might be distracted or even ask any question to solve their problem, regular high school have different program to help students to be successful on their grades. In this case students need to talk with any consular or teacher in school to give some advantage and disadvantage about online class, student might need to know their benefits on what they going to do for their own good. Most people care about education, students need put some interest.

concluding with this state argument student should take any classes in online because they don't put much interest to learn any assignment, students might need to attendance to a regular high school to learn and have better apprenticeship, and abilities for their accomplishment, students in high school are more successful, they have good opportunities to get in the best colleges. Nowadays teenagers are more focus in having fun, some of them do not know that education is very important, if we want to have a good job and better future, every child need education first, but students are following good rulers.

according to this argument I have this experience my brother want to take his classes in online because he does not want to come to the school, i still in a normal high school almost at the end of the first quarter and my brother still waiting a call for his classes. He said it was his best choice but in my opinion that was not a good idea because if come to the school i learn and understand my classes, when a teacher is explaining and helping me to do my problem i feel more exciting about it. I want to be a great student and learn everything instead of be at home waiting for an acceptation for classes.

concluding with my argument students would not benefit to attend classes in online, attending to the school is more important and benefit, they take serious their resposabilities in everything,they became more measure,classes in online never going to be same as the regular school, students never are going to learn very well, teeneger really need to attendance the school for a better education.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",3.0,2.5,3.0,3.0,2.5,3.0
32,032EA4B76BF5,"Some people may think that positive attitude is not the key to success in life, but I disagree with them because I feel like now days are not the same like it used to be, and I think its a big issue that we have today in our world.

People just wanna finish their jobs very fast, and they wanna get where their going really fast,

and that leads to not have a good attitude with others, one of the first reasons is you can get to your dream job, for example if your positive with others they can like you or offer you a deal that's going to change your life for ever, and they may say that your a great person, and they might offer you to come and work in their company or work in a really great passion.

Another reason is you can make someones day or make them happy, for example their having a really bad day and you come and talk to them with a positive attitude, and maybe your going to make them really happy and also that can effect on others if you make them happy they can make others people happy also.

One last reason is Communication, for example by having a positive attitude you can communicate with others, and you can have a good relationship with them and maybe be really good friends.

In conclusion for all theses reasons i think positive attitude is the key to your success.              ",3.5,3.5,3.0,3.0,3.5,3.0
33,036042533396,"Do you ever feel like giving up just because you failed and you feel like nothing is going your way ?

In this paper i will argue that '' success consist of going from failure to failure without loss of enthusiasms''

Sometimes it's okay to feel upset,mad and frustrated when you think you're trying your best and it seem like. Nothing it's working out for you .

Failure is the way to success and some people seem not okay with it. Most people also don't understand why it has to be like this. However we don't always get what we want in life and that's a fact. Because that's just the way it is you can't blame yourself for it either. Most of us think that you have to be successful the first time you try something. But sadly that's not how works for some of us but some are just lucky.

I remember a few years back when my Aunt Generic_Name open her second beauty salon. She was quite upset because nothing was going the way she wanted to and how she planned. It wasn't going well she felt like everything was falling apart. She started to lose a lot of costumers the first year she open the salon. But 2 years later she started to promote her beauty salon again. She kept trying till she achieved her goals and now everything going well for her. I think one the things that helped her a lot was her positive attitude towards everything. She also didn't lose her enthusiasm. I think this is a good example of ''success consist of failure''

Some of us might not agree that ''Success consist of going from failure to failure without loss of enthusiasm.''

I know a few people that don't have this mentality. Just because you weren't successful doesn't mean you're not going to be ''somebody''. Or that you need to stop trying because it's not meant for you. But they are wrong because at the end of the day what matters is what you think you're capable of doing and what you can do.

Don't let others people get to you and keep hoping for the better. Another good example is most of the big celebrities that we know now days like Oprah,Ellen DeGeneres and many more were turn down before had disappointments and maybe gave up for a moment . But they never lost their '''enthusiasms'' and they made their dreams come true and pretty much that's how you become successful in life.

From time to time you need to start taking those ''Failures'' as a lesson and just keep trying to do better. Because that's how life is. Because you attempt to do something and it didn't go your way doesn't mean you have to put it aside. We are humans we make mistakes. But you just can't give up easily and losing hope. It's not an option either you just have to keep pushing and like people say ''Fake it till you make it .''

In the future i hope people start realizing that opportunities come and go. There's nothing wrong with failure. I'm pretty sure we all been there before and it's okay to feel like crap. But it's not okay to stop trying just because one door closes many more can open for you. You can go as far as you want to because you're the only one that can stop you from being successful. ",3.5,3.5,3.5,4.0,3.0,4.0
34,0369AD4B5726,"I would agree with being honest at all times because if I'am honest, I'am telling the truth and I'm not lying towards anyone. The reason why being honest is the best policy is that people can really trust me if they ask me a question or if I need their help with any of my work even if they are not honest or completely honest with any of their work. I think that honesty would be number one in my personality because people get smarter when they grow and honesty will be in my life mostly from the start. Another reason why honesty is very important in my life would be to believe that I'm not going to fail a test or I won't get bullied in the future. But sometimes honesty would fail and some people are going to get angry with me when they actually trusted me. Then they might have learned a lesson to not trust me in their entire life ever again. That would be sad if I said I were honest that this would happen and I was actually positive about it just to make my friend or my family member happy instead of thinking about all the negative things that are going to happen which actually might have a tiny chance to happen or not happen. After a negative relationship about honesty happens with my friend or family member, they would disagree on my honesty and might never trust me again and find someone smarter than me. Later in my life, my friend or family member might apologize to me when they could not trust me in the past. The relationship with my family member or friend might come back together again and they might agree with my honesty once again and we might never get into a fight about honesty and relationships ever again. But what if my friend or family member found more than one person besides me to trust in their honesty. We might have a huge debate going on about that and also get into a fight that would never stop. It would be best to not have a huge argument about honesty and I can meet with the other person face to face and have a conversation with them which is not that harmful and nobody will hurt anyone's feelings or my friend or family member would not allow me to be with them their entire life anymore. That would be better because it would be best to gather as many people as I know because then me and other people who are very good with honesty can help my friends and my family members stop thinking about negative relationships and we can make them think about positive relationships so they won't get stressed out or they won't have any attacks when they think about anything that makes them feel sad or other dangerous thoughts like suicidal thoughts, dying by doing drugs, getting into a car crash etc. Even if someone tells me that they cannot trust me and they disagree with my honesty, I don't have any dangerous thoughts about death. I will fight back for my position in honesty even if many people trusted my honesty and I failed them in my honesty. Still, my honesty is not a failure. I will be honest my entire life and I will never lose my most important personality about me which is honesty. If I think I'm going to fail a test on the first attempt. I'm always honest that I will not fail this test today and I'm going to try so hard on this test that I pass and I will win and be happy with my own honesty that I trust. Sometimes if I forget to study for a test, it's not honesty's fault I failed. It's my fault I did not study for the test because most of the answers I got wrong in the test is because I guessed instead of knowing the correct answer. If I can't trust honesty or if I don't need it now. I'll use my honesty if I really need it help me succeed so I won't be a failure in life. I would want everyone to have honesty as their number one personality because honesty can really help everyone solve many conflicts that are not easy to solve in one attempt and I might need help with it. Most people disagree with being honest at all times and they say it's not their number one personality because people first have to learn the true meaning of honesty and how it can actually help me succeed in your life. Most of the time, people think that very smart people have the best honesty and they might agree with their honesty for some reason. But they're wrong, I can trust everyone's honesty. It's not like people who are not smart don't have the best honesty and people who are smart have the best honesty, they're equal. People who are not that smart can grow in the future and their honesty can lead to many people supporting someone who was not smart in the past and is now smart in the future. Same with smart people, they can either continue to grow or their smartness has a tiny chance of dropping. Then people in the future for some reason would continue to trust smart people even if I know that their smartness and their true honesty has dropped which would mean that they started to lie in the future and in the past they would tell the truth. That would be the reason why smart people in the past might start to lie about most of their things in the future if nobody teaches them to never get into the non honesty mode. The right people that can reteach me about honesty if you lose it would be either your family members or teachers because you don't goof around with my family and my teachers that often, it's mainly with my friends because they can try to get me into a different world to forget about honesty and everyone will wonder what happened with being honest and why can't they trust me anymore. Same with people who grow, my friends and family members will be suprised how I learned to be honest and how most people can trust me now. They would be put in a totally different world and they would be thinking. ""How did they change in the future?"" ""I thought they would still be the same their entire life?"" Finally, once they figured out how I changed in the future. They will probably inform everyone about the person that has changed. That is why honesty is number one for everyone lives and it's best.",2.0,3.0,3.5,3.0,3.0,3.5
35,037C88B5B111,"Most of the schools in around the world that cut off hours in school, and they get a good results. Some people say that is the good idea, but some people think that a bad idea depend on their opinion. If they extending the school day two hours, to a four- day school a week, they will give students get more chances to focus what they like, time to explore and spend more time for family. Some of the countries try to improve it and they received a lot of good responds from students and parents recently. New things always have a difference opinion, and so many people could not adapt it, but one day it will bring a revolution to education.

The first thing brought the benefit for this idea is students can able to focus what they like. In the real world, Students have so much things to do. They have to start school at 7am to 2pm, it takes a long period of day and they could not practice what they like. If they can get less hours a day in school so they could practice sports, music,sciences instead of math and English. There must have some students interesting at classes in school and they enjoy it, but they are still force to take classes that they do not like, its not their advantages. Some students would quit school because they could not find out themselves in there, and it will costs a lot of problems into the future especially effects to the next generation. That why schools should give students more hour to get what they like to do.

The problem related to previous the first thing is time for family. Still, students spent all day long in school, and some of them want to do their favorite things after school, then they accidentally forget spend time with their family. ''Family is the root behind success of student'', but when they get home, they have to do their homework at midnight. So many tradition families that have a rule that student have to follow then they do not have time to do their homework. Some of students have a jobs after school to get more benefits, scholarships, to prepare their life in college. Some students just want to support their family and do not have time to think about school. they have to bring their homework everywhere they go. If schools follow a four-day school week, it would be better to students and their family; they can get more time to hangout; they do not need worry about school or test tomorrow. Students can enjoy their time with family.

The important thing that can not miss is time to explore. ''A fish can not claim like a monkey'', some people good at math, some at music or art and we can not take a person good at math to do music. That is exactly going on in school life; students can not find out what they truly want to do; they do not have creative. If school follow a four-day school week, students can receive more extra times to explore the world and life. They could discover nature that teachers can help them, reality could help students get more experiences and discover themselves what they good at. Europe countries like Holland and Ireland had tried this and they got the highest education in the world. In Europe, they do not have homework, students go to school four or five days a week but less hours. that is good thing that every schools in the world should follow.

Eventually, schools and teachers just want do the best for young generation, and they want to make a better life. Sometimes, they should flexible time and give students a chance to focus what they like, family and to explore a life. Students still able to finish their work, only 24 hours a day is not enough for them to complete everything. School, themselves and family, that is a lot of things to do in a day. ''Life is hard, do not make it harder'',

that is a good quote to say. Schools should give students more time.   ",4.0,3.5,3.5,3.0,3.0,3.5
36,037ED3EA2982,"Do you think positive attitude is the key to success in life. I think it is because if you ain't positive you won't get no where in life. Think about it if your positive somethings in life will be easier then other things. I believe theres good karma and bad karma if your positive to people and help people out good stuff will happen to you that's called good karma. but if you bully kids, cuss at elderly and don't help people out karma is going to bite you in the butt. That's why it's always good to be nice to people you don't know even if they aren't good to you still be nice because at the end of the day good karma is coming to you.

Look at these famous people they made it out of the struggles because they worked hard and they helped people out. Some people don't get chances to show other people they talent if you keep working hard and get your mindset in the right place you will have a chance to make out the struggles. it's hard to make it out of struggles some people are working hard busting they butts and they barley get money to pay off the bills. Most likely the people that work hard are the people that have positive attitude not all the people that work hard because some people that work hard are rude and helpless. For the people that are helpless and rude won't get as far from the people that have positive attitude.

Positive attitude can get you a lot of good stuff in the future. As long as you stay positive and work hard you will be successful in life. Positive attitude will get you places in the future that you couldn't imagine when you was little. Although it's not going to be a easy road to get where you want to be you always got to try. See if your positive in your job and you help people out a lot people are going to start to like you that's one way to be noticed. I'd rather work hard with people I know are positive and helpful then working with rude helpless people.

Look at the people with negative attitude are they getting anywhere?. They ain't getting nowhere with negative attitudes. Usually the people with the negative attitudes are the ones that get bullied, ain't raised right, or they just won't listen no matter what you tell them. If they change they life around and start listening and respecting people they will get respect back. If you start switching your life up people will start noticing and they will be happy you. But some people won't change and they will get sent away to prison if they keep up what they do.

In the future always remember that positive attitude is the key to success in life. No matter what people say about you always stay positive don't let the negative people take you down because they said a bunch of nonsense about you that wasn't truth. Don't tolerate bullying either if you see someone getting bullied stand up for them having a positive attitude ain't only about yourself it's about helping people that needs help. I've seen videos of people sitting down on the bus and not move for a lady that can barley walk it shows you how people are now it's pathetic. I'd rather help people out and get known for it then get known for not helping out people.      ",3.0,2.5,3.0,3.0,3.5,3.0
37,0381BBE47393,"Thomas Jefferson wrote, ""Determine never to be idle it is wonderful how much may be done if we are always doing."" I strongly agree on what he said about us people always doing something will help us accomplish more. I will explain why i agree on what Thomas Jefferson wrote about always being doing something. Even though it sounds like it is not a good thing i will give you my point of view of why it is important to always be active.

First, one of the reason why it is important to be active doing something because you will accomplish more. For me i like to be busy because it will keep me focus,be determined, and keep me motivated. Being busy will help me finish my work or task i am doing. An example would be,i would rather be busy doing homework than just sitting around doing nothing and not being productive. You may have stress if your always busy but at the end it will always pay off.

Second, another reason i agree on why always doing something helps you accomplish more is in time managing. Because you can not always be something and always finish it. People like to time manage so they can finish the work that will keep them occupied the most first. If your always doing something that you need to do it will keep you from doing stuff that will not benefit you. It is good thing to build time for other task you need to do then to just stay focus on one and not accomplish as much.

Lastly, always doing something makes you a proactive person. Being lazy and not being a proactive person will affect you. Because you will not accomplish more than a person who is always doing something and is progressing in their own task they need to be doing. Always doing something is a good habit to have that will help you to always be successful. You will feel more proud of your self for the hard work you put in on your task for being always active on them.

In conclusion, all those reason i talked about are reason why i agree on what Thomas Jefferson wrote, About it being a good thing that if we are always doing something we accomplish more. You will never have to worry about not doing a certain task you need to do if your always active and productive. People will not worry about them forgetting to do things if they are always busy and remembering to use their time management skill to help them.  ",4.0,3.0,3.5,3.5,3.0,3.5
38,0383E4A36E46,"If I could go to visit anywhere in the world, It would be LOCATION_NAME. LOCATION_NAME has so many differnet things that you can do like their food and culture. LOCATION_NAME is also a great spot for family vacation. Lastly you get to experience how Islanders live and their way of lifestyle. These are the reason why i would go to LOCATION_NAME.

I think LOCATION_NAME is a amazing vacation spot for your family. Everyone around the world go to beaches during summer and LOCATION_NAME has more than just beaches. LOCATION_NAME also has one of the best resorts and food because I've lived their for 1 year. Food and resorts are the best thing ever. If you have a big or small family and they love taking pictures then LOCATION_NAME gives you so many opions on places to take them especiallly if you are from a city. LOCATION_NAME is the family vacation spot if you love nature and beaches.

Another reason is LOCATION_NAME has really great food and culture. Like they give you so many options on what to eat and the taste is priceless. Secondly, they show you so many different and interesting dances, They also play their own music which is a really cool talent. They have different instruments that are hand crafted and the sound of them brings joy to everyone. If you go their as a tourist then they will give a tour of their culture and tell you stories of how LOCATION_NAME was discovered. Every meal in LOCATION_NAME has a different history behind it which makes you want to eat it even more. Food and culture in LOCATION_NAME is one of the best in the world: and it is a lifetime experience.

Lastly, experience how people in LOCATION_NAME live, their lifestyle especially if you actually live in a city. Living their as if your family are locals then that may teach different ways of life. LOCATION_NAME is not the richest place you will ever visit but it is the life changing moment. LOCATION_NAME offers many people homes to rent for a week or month then you can live as if you are a local in LOCATION_NAME. LOCATION_NAME is also a very relaxing place to visit, If you have been living in a city then LOCATION_NAME will give you a mental break. Lastly, You can find out how that Island was discovered and how they worked to make It look like a vacation spot. Experiencing how different cultures work and their way of living that Islanders life.

I would still go to LOCATION_NAME if I could visit any destination in the world. Their food/Culture, LOCATION_NAME is the number one family vacation spot if your family loves going to the beach and lastly, Experiencing a different lifestyle, seeing how the life of Islanders work. LOCATION_NAME gives you many options on what you should do when you go their and how you should enjoy your time. These are my reasons why I would visit LOCATION_NAME if I could go anywhere in the world.",4.0,3.0,3.5,3.0,4.0,3.0
39,03844422EA75,"my name is Generic_Name and my story is about cars

I bay a car and it new i live that car so mush so i stirt taking caer to it and befor I usto have a buskel and i usto love that baskel so mauh but i gat older so i stop riding a biskel and i stirt looking for a beges thengs whan i was a kid i usto so my dad driveng a car and i usto haveng fun in it

;and my drimm was to bay a car win i gro up and i stil looking for that drimm seccer is the only sport i like i use to play seccer win i weas 11 years old and i stil play that geame and i love it so mush but my lieg get hert so i stop playing it any moer and then i stirt fling better so i want to go bake to play my favert game seccer so i try ot for school and i stirt making frinds and play with them my favert game evry day i even like a gril becoes that game so l like that gril and i stirt playing wiht her and taking wihe her and i wanted her number so i stirt beang cloes to her so it bean a year so i finly say it i told her that i love her and she say yes and she my grilfrind new so this year im in 11 grad and i play sceer for Generic_School and it coold but we have to phet so we can get bater so it ban 3years whan the last time i see my dad and mom becase thay stiy back ther in my cantery ariq and i relly weant them to be besid me in USA

and about my life i have 2brthers and 1 sister.",1.0,1.0,2.0,2.0,1.5,1.0
40,038480498E5A,"Dear Principal,

I think that it is a great idea for you not to allow students that have a C average to participate in sports. My first reason, is because a lot of kids who have good grades such as B' s and A' s they don't get as distracted in school. Therefore, they will be focused better in their activity, and not in doing something like homework. People who have C' s, D' s , and F' s they will not be focused in the sports activity because they have to worry about doing homework and getting their grades up. Because they are responsible for having bad grades they shouldn't participate in school activities. Maybe you ask ""What if someone has the potential in playing but doesn't have the grades"". Its probably because they get to distracted, in playing sports and not doing their work. Kids who have bad grades tend to be lazy, and if we let them be on the team how can we expect to win if one of the members is not even participating. Another reason why, you should have good grades and be able to participate in activities is because it will look good when you go to college. There are more chances for you to get into a better college that you will like. And when you get a job you will get a well paying job. In conclusion, that is why I think the principal shouldn't let students who have a lower than a C average participate in school sports activities. One because they are lazy, and not well focused in school. I think it will be way better if kids who have good grades get the credit for participating in both sports and class work. These are my reasons why I think students who have B average should be involved in school activities and kids who have a C average shouldn't.      ",4.0,3.0,3.5,3.5,3.0,3.5
